ITEM_NO,DESCR,STK_UNIT
10107,Espoma Bio-Tone Starter,25#
10110,Coast of Maine Fish Bone Meal,3 lbs.
10111,Espoma Tree Tone,4#
10112,Espoma Tree Tone,18#
10113,M-Black Ground Cover 300',3'
10114,M-Black Ground Cover 300',4'
10115,M-Black Ground Cover 300',6'
10122,SOD,10 sq. ft.
10124,Coast of Maine Potting Soil,1CF
10125,"M-Bamboo Green Dyed 4'x3/8""",Each
10500,Coast of Maine Castline Raised,2CF
10736,Espoma Holly Tone,8#
10737,Espoma Plant Tone,18#
10738,Espoma Holly Tone,18#
10816,M- Systemica Hose End,Hose End
10817,M-Systemica Ready to use,Ready to Use
10818,M-SNS 217 Spider Mite Control,Ready to Use
10819,M-SNS PC Insecticide,Ready to Use
10820,M-SNS DC Disease & Fungal Cont,Ready to Use
10821,M-SNS 244 Fungicide,Ready to Use
10877,Espoma Soil Acidifier,6#
10878,Espoma Bio-Tone Starter,18#
10879,Espoma Bio-Tone Starter,8#
10916,M-Deer Defeat Ready to Use,1 Gallon RTU
11020,M-Black Ground Cover 300',10'
11021,M-Black Ground Cover 300',12'
11022,M-Black Ground Cover 300',15'
1787,Tarp - 16' x 20',16' X 20'
1804,M-Harrells Fertilizer,50LB BAG
1847,Tarp - 10' x 14',10' X 14'
1900,M-Deer Defeat,16 OZ
1901,M-Deer Defeat,GALLON
1980,M-Green Web Tie,250 FT
2111,Edging Deco - Corners,"4"""
2865,Edging Deco - Tapered End,"4"""
3617,M-Green Web Tie,500 FT
3725,Tarp - 12' x 18',12' X 18'
3727,Tarp - 12' x 25',12' X 25'
3728,Tarp - 12' x 14',12' X 14'
3729,Tarp - 12' x 16',12' X 16'
3792,M-Sisal Twine 3ply Treated,EACH
6288,M-Pro-Mix Premium Potting Mix,2 CU.FT.
6289,M-Pro-Mix Premium Garden Mix,2 CU.FT.
632,Edging Deco - Bronze,8'
6790,Straw Bale,BALE
11203,Organic Compost,EACH
1609,Top Soil - Garden Mix,Ton
10191,Helianthhus a. SunBelievable,"10"" Deco"
10192,Sweet Potato - Sloar Tower Bla,"10"" Deco"
10193,Thunbergia TowerPower Red,"10"" Deco"
155,Pinus s. Pendula,10'
